ID,var_rpta_alt
363585#214093#868668,1
371608#210977#871771,1
406410#59408#1045567,1
40938#956711#123631,1
623620#220937#861853,1
195849#860798#219544,1
255304#645676#434666,1
431486#591427#488915,1
416797#457972#622369,1
518681#163898#924219,1
316560#561570#518772,0
234833#404171#675750,0
577358#986386#93956,1
13790#569064#511278,1
544063#502823#577519,0
188020#936162#144180,0
128703#643948#436394,1
489476#442185#638123,1
381818#116526#971288,1
564653#882924#197418,0
114060#842970#237372,0
332976#1022911#57431,1
258902#194526#893729,1
148471#182585#905550,1
336953#887271#193071,0
559848#896159#184183,0
544313#611251#469091,0
442217#961848#118494,1
412343#997368#82974,1
420493#718952#361390,1
167869#479848#600494,1
455454#372244#707610,1
10824#482844#597498,1
269282#611937#468405,1
173585#320574#762584,1
503202#545686#534656,1
337895#313221#769915,0
104218#1011212#69130,1
48946#199404#888863,1
56993#617613#462729,1
130728#184125#904018,1
338213#262806#820178,1
337170#69879#1035170,1
591338#248852#834152,1
590376#826533#253809,1
368666#507576#572766,1
40212#273904#809113,1
131652#170112#918020,0
48788#634950#445392,0
192397#725691#354651,1
254024#214053#868709,0
564689#910958#169384,1
542920#406175#673746,1
433367#1073075#7267,1
111641#932262#148080,1
564314#1031695#48647,1
592961#52165#1052783,1
557778#597875#482467,1
176946#870502#209840,1
596059#522558#557784,1
237699#100916#986858,1
346682#694998#385344,1
25373#966412#113930,1
380454#349130#731620,1
619562#1074930#5412,1
511405#794483#285859,1
250097#817524#262818,1
415907#725626#354716,1
151421#395260#684649,1
266072#459885#620456,1
343769#490795#589547,1
479204#618898#461444,1
554288#1032519#47823,1
311786#751561#328781,1
455727#387853#691999,0
48586#570794#509548,1
234806#745504#334838,1
65840#374474#705377,1
216265#726986#353356,1
388068#951524#128818,0
117277#167445#920681,1
32527#1027674#52668,1
493888#1049965#30377,0
435595#157923#930182,1
244278#886029#194313,0
74551#782079#298263,1
414811#712736#367606,1
50974#607699#472643,1
379328#503064#577278,0
553854#382588#697261,1
432258#1061099#19243,1
494536#660359#419983,1
73920#289127#793940,1
139767#890739#189603,1
530522#461282#619057,0
494043#633968#446374,0
556536#1020860#59482,1
472578#399836#680073,1
292575#1024333#56009,1
329554#199490#888779,1
274866#572645#507697,1
93635#202575#882661,1
386723#399136#680778,1
38597#181464#906672,1
371007#469049#611293,1
4588#554087#526255,0
380543#634301#446041,1
304695#1070505#9837,1
438365#846666#233676,1
104812#637492#442850,1
544240#421236#658754,1
171613#539994#540348,1
277709#264817#818173,0
437584#283360#799696,0
136933#413291#666625,0
388946#342339#738328,1
405047#1040737#39605,1
153751#998990#81352,1
610187#536735#543607,1
539251#713169#367173,0
597283#490828#589514,1
313712#1007788#72554,0
402825#775754#304588,1
128953#495003#585339,1
178968#88047#1017255,1
83013#162131#925976,1
558994#295148#787945,1
308472#715563#364779,1
34041#80005#1025199,1
209275#776006#304336,1
503414#627806#452536,1
75268#220481#862311,1
431729#216714#866060,1
506901#890847#189495,0
518842#725562#354780,1
505873#829823#250519,0
617302#500830#579512,1
612073#948446#131896,1
374938#252054#830954,1
293077#331294#749266,1
630586#155309#932796,1
78581#518386#561956,1
174504#590723#489619,1
555708#807805#272537,1
496534#468879#611463,0
511274#176235#911864,1
501929#425237#654737,1
452953#259647#823338,0
302256#415747#664215,1
573212#726354#353988,1
418705#66760#1038268,1
80679#815580#264762,1
98672#327490#755639,1
175196#589432#490910,0
261844#135676#952412,1
317801#242180#840835,1
81316#150967#937129,1
554583#874019#206323,1
36089#948634#131708,1
410214#276532#806495,0
408213#867393#212949,0
621871#1070447#9895,1
310071#716115#364227,1
296138#885542#194800,0
332245#814127#266215,1
584773#1050110#30232,0
54319#808141#272201,1
240004#101068#986707,1
422264#366667#713192,1
172951#540382#539960,1
172951#540334#540008,1
304763#568499#511843,1
604904#624496#455846,0
472871#824258#256084,0
539449#897019#183323,1
527051#664466#415876,0
200119#885444#194898,0
287020#779461#300881,1
511579#476077#604265,0
529126#399441#680470,1
525864#397383#682517,1
451970#449350#631017,1
293003#1034079#46263,1
249798#899130#181212,0
465021#482003#598339,1
441747#398167#681737,1
205391#215818#866950,0
27040#93015#994753,1
217164#574522#505820,1
259705#44494#1060325,1
145638#163721#924398,1
565618#480829#599513,1
157827#617317#463025,1
145424#145120#942979,1
60364#434112#646046,1
268027#551048#529294,1
219898#1063773#16569,1
190110#644622#435720,1
431481#278481#804560,0
299153#944511#135831,1
518588#1024890#55452,1
596254#665453#414889,1
21816#702182#378160,1
179928#116444#971371,1
602453#262457#820527,1
59963#489917#590425,1
356268#356103#723761,1
433904#180685#907445,0
31146#235833#847067,1
474879#340022#740625,1
2158#192139#896102,1
573409#372590#707264,1
46747#935803#144539,0
98238#802308#278034,0
26545#868750#211592,1
276242#120391#967433,0
572629#248697#834304,0
59906#499015#581327,1
222964#203224#882013,0
452217#1020525#59817,0
410686#399088#680826,1
134986#44342#1060476,1
556569#386937#692913,0
27092#437943#642350,1
244953#456292#624032,1
443466#266309#816692,1
437449#758442#321900,1
231988#234236#848614,1
276917#791978#288364,1
289906#529369#550973,0
535187#1028154#52188,1
228132#1064359#15983,0
589106#252207#830802,1
491980#502335#578007,1
418130#609253#471089,0
585356#718023#362319,1
254782#965396#114946,1
519108#1026342#54000,1
222536#1013409#66933,0
74902#189202#899010,1
379129#216802#865973,1
554048#109796#978001,1
386476#94198#993580,1
181370#222121#860674,1
269307#1048292#32050,0
285928#491755#588587,0
95788#569499#510843,1
465855#168203#919931,1
251210#705457#374885,1
551756#250713#832288,0
241067#1015558#64784,1
474849#884941#195401,1
102648#36293#1068762,1
102160#258261#824725,1
607396#709437#370905,0
74676#256296#826688,1
106309#499897#580445,1
615011#536929#543413,1
68707#295177#787917,1
60100#985466#94876,1
510369#751106#329236,1
594716#301484#781632,1
409968#975721#104621,1
605950#1015592#64750,0
473015#824793#255549,0
505117#562200#518142,0
162634#253750#829248,0
11844#850462#229880,0
420123#326995#756134,1
35692#644561#435781,1
566073#917409#162933,1
15289#482542#597800,0
570828#493596#586746,0
1720#1021653#58689,1
563262#165308#922810,1
296348#412582#667333,1
389709#845644#234698,1
350122#313871#769267,1
420744#157601#930499,1
149081#457970#622371,0
529531#63839#1041159,0
410961#612840#467502,0
140164#119892#967933,0
327689#838640#241702,0
42586#860315#220027,1
600365#496258#584084,1
553156#857392#222950,1
486306#801246#279096,1
235246#1019553#60789,1
161352#1063078#17264,1
281164#226437#856377,1
48965#310939#772198,1
206812#40287#1064808,0
154909#869092#211250,0
157997#803748#276594,1
6484#169155#918978,1
38223#630011#450331,1
152430#98865#988910,1
8268#822092#258250,0
615707#365204#714653,1
265397#88653#1016645,0
468049#86430#1018835,1
85191#373812#706042,1
129003#374934#704916,1
135253#708488#371854,0
283936#1050791#29551,1
591802#1075221#5121,1
440262#469875#610467,0
409572#749577#330765,1
138531#1043071#37271,1
8730#46286#1058542,0
450850#299960#783152,1
211628#440069#640240,0
3853#297958#785146,1
256276#1042677#37665,1
65668#454914#625430,1
178730#235413#847472,1
287720#436876#643403,0
95289#411291#668631,1
208510#669765#410577,1
160502#467593#612749,0
219029#912359#167983,0
485651#187658#900500,1
3601#997459#82883,0
71613#328506#754658,1
46076#637905#442437,1
25116#449599#630772,1
205684#43545#1061272,1
606178#1015565#64777,1
270162#607650#472692,1
68469#827861#252481,1
237154#434357#645809,0
64511#642722#437620,0
571453#117779#970045,1
567827#216881#865891,0
291823#998314#82028,0
10861#917759#162583,0
552474#998475#81867,0
521952#256527#826452,1
172183#621206#459136,1
587684#688092#392250,1
226207#328080#755067,1
620119#855229#225113,1
479327#370130#709721,1
565696#1067824#12518,1
234399#721757#358585,1
3765#832807#247535,0
441505#131889#956004,1
514279#769576#310766,1
149989#818445#261897,1
136369#576495#503847,1
569322#820978#259364,1
255420#1051666#28676,1
341327#392926#686982,1
523992#503617#576725,1
146717#518681#561661,1
155270#304370#778736,0
382649#740216#340126,1
576925#868396#211946,0
64605#660844#419498,1
347854#101118#986657,1
490457#573148#507194,1
133508#412926#666987,0
45496#1024918#55424,1
448685#55122#1049829,1
154603#730545#349797,1
568599#971447#108895,1
316466#466348#613994,1
129220#670846#409496,0
260513#973938#106404,0
342707#1018931#61411,1
479276#509033#571309,0
181503#1017629#62713,1
35549#1037097#43245,1
161619#203965#881285,1
298955#760455#319887,1
611446#691596#388746,1
290765#316494#766648,0
74526#900091#180251,0
292453#1000396#79946,1
136077#987089#93253,0
184638#780899#299443,0
476986#304953#778152,1
539612#220418#862371,1
98915#417867#662132,1
207192#46136#1058692,1
296565#487012#593330,1
241400#711558#368784,0
129131#293997#789088,0
323218#573441#506901,1
162381#399692#680219,1
111034#171204#916932,1
360849#967431#112911,1
17264#937558#142784,1
251356#554210#526132,0
140636#866597#213745,1
5811#141792#946309,1
329895#273025#809991,1
243327#391421#688485,1
576032#704406#375936,1
8523#832904#247438,1
580921#697681#382661,1
20899#763739#316603,0
23404#804808#275534,1
109287#251044#831957,0
271742#1041403#38939,1
187995#611767#468575,0
572836#557658#522684,1
272841#680229#400113,1
402331#272695#810323,1
419123#989168#91174,1
134660#90384#1014948,1
173249#896272#184070,0
178685#602057#478285,0
608706#1032343#47999,1
18210#34989#1070063,1
53745#618851#461491,0
577546#716723#363619,0
161209#1065162#15180,1
61874#490130#590212,0
73371#1017601#62741,1
489072#272347#810664,1
119624#783280#297062,1
313399#959060#121282,1
593556#826500#253842,0
203625#475537#604805,0
181591#791727#288615,0
558706#64045#1040954,0
254041#614526#465816,1
33789#321896#761250,0
304313#973343#106999,1
365855#742468#337874,1
83895#1020392#59950,1
527909#169955#918176,1
364882#595605#484737,1
552852#450004#630371,1
35732#508646#571696,1
318698#957227#123115,0
484347#57420#1047544,1
94110#792544#287798,0
202071#769096#311246,1
562057#502077#578265,0
459813#168723#919410,1
517241#790336#290006,0
190691#980604#99738,0
551937#1016586#63756,1
583797#302602#780512,1
260552#360926#718936,1
79366#719011#361331,1
198755#678547#401795,1
409786#533837#546505,1
266058#766706#313636,1
344215#384291#695567,1
265749#448355#631998,1
34071#501129#579213,1
111227#752202#328140,1
231440#746403#333939,1
277692#991995#88347,0
495072#224593#858219,1
122218#1012142#68200,1
207416#325129#758000,1
42802#144634#943467,1
75849#619646#460696,0
206021#884682#195660,1
96891#103252#984522,0
474541#945928#134414,1
276660#827026#253316,1
143328#765582#314760,0
319629#94628#993148,1
317879#295591#787505,1
115227#551158#529184,1
86852#474206#606136,0
117621#376393#703459,0
250308#767839#312503,1
554827#690308#390034,0
220344#95387#992392,1
153759#1070782#9560,1
47080#517878#562464,0
152131#232423#850413,1
194540#1049713#30629,1
333707#780276#300066,1
382901#715749#364593,1
552797#280024#803021,1
627713#389240#690611,1
60560#394792#685119,1
577112#323741#759392,0
626224#876477#203865,1
547088#58757#1046226,0
415558#227508#855318,1
144404#563400#516942,0
512778#92039#995723,0
604328#782473#297869,0
141685#866744#213598,0
382288#752860#327482,0
413591#619595#460747,0
249749#649782#430560,1
152349#1059911#20431,0
543289#634776#445566,1
624637#787400#292942,1
490902#341269#739379,1
114413#478044#602298,1
479955#171448#916685,0
113935#358677#721181,0
269224#471169#609173,1
485868#149696#938396,1
351734#611394#468948,1
204987#221759#861031,1
597931#665659#414683,1
350775#748148#332194,0
620119#573253#507089,1
542566#297352#785750,1
118690#959181#121161,1
116643#1019664#60678,1
14592#521749#558593,1
269252#118752#969079,1
276013#159152#928957,1
412469#943805#136537,1
280081#747067#333275,1
110988#762332#318010,1
167759#866436#213906,1
531696#656492#423850,0
520545#694769#385573,1
16646#438310#641994,1
17470#950589#129753,1
535132#552291#528051,1
428642#172213#915911,0
158325#1057923#22419,1
61808#866898#213444,1
327039#65848#1039172,1
146007#560789#519553,1
531859#1014245#66097,0
120849#161477#926631,1
417283#757880#322462,0
576321#722400#357942,0
18249#243414#839588,1
20419#771749#308593,0
581077#349537#731220,0
184510#849985#230357,0
212673#232327#850510,1
325919#358190#721673,1
285928#491706#588636,0
334270#843885#236457,1
185307#411340#668584,1
327739#76933#1028147,0
326185#392932#686975,1
394158#855540#224802,1
210526#538721#541621,0
68552#1071142#9200,1
497183#609620#470722,0
338131#213632#869128,1
403967#364149#715700,0
543289#73057#1032000,1
63792#695220#385122,1
483294#767991#312351,1
285175#403826#676094,1
374822#862299#218043,1
151849#529554#550788,1
591955#745611#334731,1
290195#992950#87392,1
142158#475681#604661,0
274538#989679#90663,0
191764#1065384#14958,1
614940#412724#667190,1
631893#110337#965956,1
456777#494297#586045,1
402902#356187#723677,0
523154#698237#382105,0
314809#18105#876277,0
307031#32262#878264,0
311268#29290#728210,0
539182#6013#1079564,1
226027#7971#1004871,1
149208#24571#1007299,1
365962#11542#1008687,1
311347#28035#754289,0
314745#23226#885966,0
311641#27568#753319,0
397805#4225#1077705,1
306891#31492#876239,0
309105#23297#1003796,0
308472#19269#1011660,0
314793#2029#1001862,0
51835#720#1076463,1
133764#477346#602996,1
35552#645212#435130,1
141832#1045749#34593,1
255718#237670#845305,1
471183#461837#618499,1
285094#977275#103067,1
618095#809043#271299,1
210006#868764#211578,0
47832#257804#825181,0
1967#523990#556352,1
116031#782254#298088,0
382092#540195#540147,0
371214#598646#481696,1
609980#1032809#47533,1
487489#325299#757831,1
370467#979734#100608,0
468555#437654#642642,0
317144#746043#334299,1
166832#566328#514014,0
28118#542366#537976,0
255679#210264#872476,1
423966#860793#219549,1
269100#335095#745488,1
418154#455994#624334,1
16612#860771#219571,1
501#499131#581211,0
508041#309670#773461,0
138276#151162#936934,1
393205#386367#693482,1
106309#499852#580490,1
467672#816162#264180,1
15794#477607#602735,1
59963#489842#590500,1
230436#1063048#17294,1
417969#229382#853454,0
377366#1072999#7343,1
271680#560818#519524,0
159793#957576#122766,1
51731#689704#390638,1
173033#540007#540335,1
236627#437449#642847,1
603495#496886#583456,1
492342#946441#133901,0
198822#1006207#74135,1
604249#37109#1067948,1
208176#268834#814179,1
435703#1059883#20459,0
325828#740832#339510,1
548784#1018891#61451,1
51755#251673#831331,0
112255#956559#123783,1
527053#656704#423638,1
219699#167300#920826,0
623929#743126#337216,1
612049#64395#1040609,0
168971#308512#774610,1
560646#652991#427351,0
370777#216304#866467,1
149417#1036812#43530,1
64861#661005#419337,1
484139#451193#629163,1
488122#999177#81165,0
182949#983260#97082,1
198725#286194#796868,1
243415#995962#84380,1
374769#577024#503318,1
551017#447887#632467,0
325203#172496#915628,1
572746#1066326#14016,0
57192#1066893#13449,1
287458#858510#221832,1
136461#744260#336082,1
50660#294877#788218,1
391975#874872#205470,1
266058#282424#800632,1
423471#558260#522082,1
449819#461545#618795,1
406872#891875#188467,0
442609#382733#697118,1
347379#1032034#48308,0
290867#402318#677602,1
16712#875139#205203,0
228595#419165#660825,1
161989#569126#511216,1
33287#644684#435658,1
216784#223704#859096,1
541016#664840#415502,1
479732#622571#457771,0
161505#1008398#71944,1
130754#850575#229767,0
181259#486850#593492,0
255193#94271#993508,0
392027#790135#290207,1
180921#345711#734979,0
166185#896228#184114,0
369939#392426#687477,1
93247#1073954#6388,1
222472#231235#851597,1
262523#647265#433077,1
287082#129487#958365,1
463768#824911#255431,1
162962#826616#253726,1
38999#137985#950114,0
275311#393819#686087,1
298632#186881#901266,1
326058#347657#733066,0
338744#417010#662984,1
338218#357899#721964,1
609380#255547#827437,1
626024#1047431#32911,0
461015#363646#716203,0
13807#245916#837081,1
392423#501355#578987,0
109705#1023111#57231,0
254848#446721#633625,1
257597#474396#605946,1
258326#142824#945273,1
402906#986085#94257,0
83225#88363#1016938,0
361350#176853#911255,1
260552#230108#852724,1
498857#50904#1054003,1
335702#812706#267636,1
247821#89781#1015535,0
336003#914041#166301,0
522296#385058#694800,1
329291#327271#755856,1
427906#277055#805975,1
579289#1038362#41980,1
16109#694046#386296,1
375265#526687#553655,1
42268#963976#116366,1
155144#567906#512436,1
154498#253362#829638,1
264862#510847#569495,1
54694#733162#347180,1
48714#839386#240956,0
486651#568288#512054,1
165177#421227#658763,1
421140#963761#116581,1
209900#565578#514764,1
25688#153637#934470,1
436611#1003793#76549,1
252909#715308#365034,0
94539#1016089#64253,1
31811#1047066#33276,1
430509#631246#449096,1
88856#163417#924703,1
376558#317189#765953,1
194753#705752#374590,1
361205#838593#241749,1
291648#154653#933464,0
532794#456773#623548,1
581452#116611#971202,1
478919#46634#1058199,0
158689#547150#533192,0
496573#290648#792408,0
525737#487641#592701,1
349818#302068#781044,1
175375#173034#915089,1
449610#787394#292948,1
514918#736412#343930,1
499072#552756#527586,1
394967#602031#478311,0
372196#1048640#31702,1
540321#573950#506392,1
35268#202462#882772,1
11928#644052#436290,1
521000#647554#432788,1
86311#284001#799052,1
291596#670715#409627,0
169611#90080#1015242,1
272725#135327#952766,1
543755#900186#180156,1
630860#708096#372246,1
545113#521202#559140,0
159279#212835#869922,0
597772#689652#390690,1
292149#523624#556718,1
400420#321771#761373,1
352142#654873#425469,0
578494#100039#987740,1
617084#354105#725756,1
34825#810799#269543,0
120038#826130#254212,0
377750#165364#922753,1
57474#798000#282342,0
524871#47763#1057063,0
354365#388110#691743,1
113630#720198#360144,1
250708#185214#902927,1
248969#622924#457418,1
438943#743636#336706,0
110303#1071287#9055,0
483769#724492#355850,1
91739#430351#649656,0
356836#1006271#74071,1
112430#311092#772045,1
580848#768660#311682,1
162877#267768#815242,1
85770#1015750#64592,1
457458#469179#611163,1
581961#795435#284907,0
118791#459020#621324,1
300417#523533#556809,0
98738#1028631#51711,1
296185#1031087#49255,1
49409#833421#246921,1
161671#1067906#12436,1
301017#776905#303437,0
428717#425567#654410,1
197486#648372#431970,1
540354#393102#686803,1
412469#272187#810827,0
406535#860982#219360,0
556486#523814#556528,1
282066#789068#291274,1
245110#1037055#43287,1
483111#768761#311581,0
179778#525200#555142,0
113388#457864#622474,0
245367#729123#351219,1
136549#954165#126177,1
403826#694868#385474,0
92530#317658#765483,1
272984#565684#514658,1
456790#81320#1023929,1
51000#274441#808581,1
298175#556517#523825,1
251414#523373#556969,1
578802#1038238#42104,1
225153#106362#981422,1
168658#952850#127492,1
80528#884279#196063,0
436118#363968#715881,1
412222#226304#856509,0
407475#275227#807801,1
310686#657003#423339,1
189408#394825#685087,1
283476#566394#513948,1
54749#461292#619047,1
207138#665221#415121,0
497212#156661#931442,1
54480#1054744#25598,0
189283#138355#949745,1
103929#204572#880681,1
190663#973729#106613,1
348282#160968#927140,1
473796#301970#781144,1
96031#657083#423259,1
99331#643732#436610,0
57453#88222#1017084,1
153962#963983#116359,1
550418#992410#87932,0
623742#868069#212273,0
199044#266658#816348,0
589884#108323#979476,0
204205#162186#925921,0
52718#661330#419012,0
326256#396706#683201,1
447119#788185#292157,1
119849#824784#255558,0
160139#868627#211715,0
263097#495020#585322,0
95473#690944#389398,1
91894#638806#441536,0
278508#771215#309127,1
106309#499906#580436,1
629352#57896#1047075,1
447714#1018051#62291,1
447553#684309#396033,1
248915#623297#457045,0
399838#597872#482470,1
106386#587961#492381,0
491741#1011188#69154,0
2071#198858#889406,1
562879#185527#902620,1
457325#468483#611859,1
202060#381435#698418,1
168249#407146#672774,1
147061#413350#666565,1
448862#892329#188013,1
1967#523904#556438,1
174180#1039672#40670,1
390828#232604#850229,1
2101#1054801#25541,1
98979#430711#649312,1
433361#942760#137582,1
463774#950269#130073,1
175022#596480#483862,1
168044#427023#652959,1
396458#51236#1053689,0
42942#160889#927219,0
602188#496866#583476,1
156026#804548#275794,1
309404#974609#105733,1
266878#101298#986476,1
619819#1078269#2073,0
91788#192778#895467,1
438139#807224#273118,1
8543#654277#426065,0
27887#85016#1020244,1
240986#493078#587264,0
232264#286728#796331,1
560013#292116#790946,0
630012#829014#251328,1
505885#62186#1042801,1
470091#137082#951022,0
457659#645828#434514,1
112126#397912#681988,1
139494#767490#312852,1
434339#232963#849870,0
457043#329395#751303,1
92918#382292#697561,1
133667#429679#650322,1
597377#1035317#45025,1
407817#65587#1039432,1
214451#110665#977143,0
548024#658615#421727,1
376761#1076872#3470,1
591372#1013743#66599,1
286202#248157#834843,1
569307#557460#522882,0
44347#658735#421607,1
118050#663850#416492,1
221391#1054741#25601,1
240903#676729#403613,1
81180#307977#775141,1
190034#172040#916083,1
349945#774830#305512,0
285440#977192#103150,0
416967#308890#774232,1
495257#169003#919131,1
220595#848218#232124,1
542133#857861#222481,1
211049#551069#529273,1
323044#74326#1030721,1
418075#443552#636764,0
379404#63321#1041675,1
440408#799861#280481,1
22713#467783#612559,1
422428#776997#303345,1
613245#61045#1043937,1
68008#257111#825863,0
533253#317220#765922,1
504925#680071#400271,1
106284#1035469#44873,1
448636#325588#757547,0
433076#329234#751460,1
134880#309434#773691,1
170229#369031#710827,1
397180#866834#213508,0
595273#540235#540107,1
387684#952544#127798,1
523029#646833#433509,1
156017#576735#503607,1
107508#891551#188791,0
513646#535965#544377,1
249291#1012687#67655,1
158500#963892#116450,1
392637#393323#686587,1
34443#110969#976839,1
75303#451349#629012,0
551206#571926#508416,1
629908#943031#137311,1
264687#155155#932953,1
501761#404700#675224,1
203184#678580#401762,1
449704#750984#329358,1
375201#240350#842669,1
91405#173965#914149,1
84836#121099#966724,1
607497#1017181#63161,1
381511#992535#87807,1
184853#527465#552877,0
492374#757079#323263,0
215738#666148#414194,1
53465#456698#623623,1
385621#258177#824808,0
552#559116#521226,0
312730#710992#369350,0
225596#564554#515788,0
134888#144430#943669,1
606924#770485#309857,0
256770#435230#644976,0
589621#564096#516246,0
317566#148832#939258,1
593799#1074802#5540,1
342598#380578#699280,1
91639#642720#437622,1
146302#767800#312542,0
486650#860732#219610,0
621046#704290#376052,1
573069#427147#652835,1
214265#871189#209153,1
269468#236825#846113,0
57227#255963#827021,1
129759#104256#983517,0
29469#467278#613064,0
456563#779950#300392,0
19817#931529#148813,1
594156#704919#375423,1
422598#190134#898102,1
370199#713394#366948,0
57212#846199#234143,0
70155#1003187#77155,1
328838#737215#343127,1
446261#869062#211280,0
530592#692405#387937,0
445040#178735#909386,0
400284#54051#1050896,1
600739#796962#283380,1
242677#39922#1065171,1
78861#617718#462624,0
112357#1059882#20460,0
207526#252869#830140,1
220935#806152#274190,1
528268#694701#385641,1
490418#302643#780469,1
396638#113869#973945,1
105361#322341#760800,1
102005#884572#195770,0
381913#712898#367444,1
368425#672111#408231,0
464357#359493#720368,1
490899#870636#209706,1
115676#240002#843022,1
458725#392075#687825,0
559423#118472#969362,0
120374#698272#382070,1
110886#195823#892434,0
573280#318256#764883,1
200387#40957#1064147,0
448272#496781#583561,0
465892#789206#291136,1
597746#259605#823380,1
252024#553909#526433,0
448804#251349#831650,1
525222#140028#948077,1
28861#433293#646822,0
482512#544567#535775,1
30252#783261#297081,1
449431#1055697#24645,0
540951#627670#452672,1
224951#529118#551224,0
559276#383066#696784,0
153629#104435#983337,1
229641#1008483#71859,0
188714#832513#247829,0
304026#519045#561297,1
254229#1045265#35077,1
165598#952845#127497,1
550116#674843#405499,1
41021#346023#734674,1
257991#423436#656548,1
407166#712236#368106,1
80329#1071425#8917,1
395452#1045803#34539,1
511122#651129#429213,1
508137#920563#159779,1
218277#549249#531093,1
395844#211213#871541,1
256252#608903#471439,0
60500#661276#419066,1
337730#915810#164532,0
116654#437169#643117,0
100267#658853#421489,1
282169#656287#424055,1
224515#888221#192121,0
594032#885000#195342,1
199047#602924#477418,1
58544#728873#351469,1
598528#784608#295734,0
277974#449209#631154,1
591360#1028776#51566,0
320934#73629#1031423,0
326380#890919#189423,0
421612#803481#276861,0
460142#388951#690907,1
488299#993551#86791,1
393266#58158#1046818,1
282620#308326#774795,0
258142#659195#421147,1
486720#631275#449067,0
324325#204789#880463,1
557093#802106#278236,1
129196#487487#592855,0
536148#1058315#22027,1
614578#500572#579770,0
627381#741236#339106,1
451866#111578#976228,1
559931#73507#1031543,0
277530#471618#608724,1
404375#33536#1071493,1
501410#516443#563899,1
86753#244992#838003,1
486711#942640#137702,1
197605#509469#570873,1
575051#885973#194369,1
209709#954844#125498,1
410099#968375#111967,0
424360#112602#975212,1
429841#281313#801733,1
338744#104228#983545,1
543785#355782#724080,0
579784#229692#853139,1
271941#600392#479950,1
361035#467705#612637,1
221171#713849#366493,0
561029#480939#599403,1
229060#389691#690161,0
361910#345245#735440,1
111245#758385#321957,1
264538#952573#127769,1
633098#163843#924275,1
511899#179365#908759,1
176405#264559#818431,0
623338#303962#779144,1
100052#980651#99691,1
448678#713815#366527,0
373937#964160#116182,1
196467#430140#649862,1
179329#898983#181359,0
438932#952552#127790,0
370242#987650#92692,1
88631#322536#760602,1
525833#116848#970963,1
15655#682230#398112,0
310973#1074059#6283,0
630725#1067995#12347,1
48774#41766#1063339,0
132057#422377#657612,1
79864#844422#235920,1
347794#367905#711956,0
365523#316985#766159,1
159913#749873#330469,1
68175#869382#210960,0
275069#190438#897798,0
40222#835785#244557,0
65116#125806#962026,1
426363#105498#982282,1
345981#336310#744274,1
191495#298659#784445,1
259347#605399#474943,1
510116#426491#653486,1
399673#381336#698516,0
219953#860724#219618,1
188907#605769#474573,0
496893#343414#737251,1
461753#371236#708613,1
6969#194279#893975,1
277583#533578#546764,0
222119#620717#459625,1
112840#314915#768223,1
547689#838419#241923,1
98384#174421#913691,0
240710#508566#571776,1
595361#1019658#60684,0
43572#271079#811934,1
131459#523842#556500,1
55075#808332#272010,0
507369#658290#422052,1
343357#362669#717186,1
391435#609571#470771,1
620212#397814#682086,0
373466#52437#1052510,1
167213#733894#346448,1
77537#947233#133109,1
256570#968478#111864,1
587266#675415#404927,1
411404#1043323#37019,1
157321#833966#246376,0
193129#200006#888262,1
610326#301789#781326,1
217176#1069255#11087,0
78143#483150#597192,1
172047#1008972#71370,1
626606#41992#1063111,0
586510#111957#975854,1
269736#854648#225694,1
189320#351858#728928,0
354788#68238#1036802,1
418682#1006401#73941,1
502145#1023779#56563,0
304596#567392#512950,0
305019#657034#423308,1
490503#708670#371672,1
425461#85746#1019514,1
600996#45618#1059213,0
170278#231806#851029,1
571769#818364#261978,1
417128#210354#872387,1
206894#94789#992986,1
544985#262560#820423,0
63929#694920#385422,0
12216#491959#588383,0
137963#743475#336867,1
339591#75192#1029865,1
27241#448767#631590,1
359583#619945#460397,1
568304#294543#788550,1
580825#975724#104618,1
303412#290606#792449,1
596762#667301#413041,1
336634#793127#287215,1
157916#828636#251706,1
193725#93373#994398,1
224995#862075#218267,1
470939#701790#378552,1
315447#783857#296485,0
633949#214795#867959,0
415940#553975#526367,1
376000#476267#604075,0
376000#278530#804512,1
457410#424982#654995,1
79824#384927#694931,1
225306#192881#895364,1
67986#441118#639197,1
22170#764908#315434,1
97497#1058382#21960,1
179820#741506#338836,1
265489#1079261#1081,1
144503#134024#953997,1
332312#1048170#32172,1
81615#360374#719488,1
189053#1004720#75622,1
400617#457394#622938,0
269944#610774#469568,0
545890#368058#711804,0
469225#210726#872020,1
411659#63017#1041968,1
344236#871112#209230,0
185350#38306#1066778,0
460938#542481#537861,1
551800#375922#703929,1
628093#139749#948356,1
201577#663861#416481,0
61391#687771#392571,1
345061#303140#779972,1
128526#196746#891514,0
466493#766698#313644,0
379892#752933#327409,0
603226#542003#538339,0
199968#37441#1067619,1
537984#850458#229884,1
587203#447746#632604,1
369556#429265#650733,1
201812#224831#857980,1
71358#131332#956520,1
160305#621409#458933,1
122000#104892#982881,1
103078#104762#983010,0
482791#392802#687108,1
114439#863090#217252,1
226824#962534#117808,1
415372#860453#219889,1
492218#992049#88293,1
181639#1040474#39868,1
186592#713070#367272,0
44352#431814#648245,1
141449#810367#269975,0
529054#61457#1043528,1
102666#35848#1069206,0
15241#209482#873246,1
618166#249808#833193,1
366887#743106#337236,1
153766#836901#243441,1
250549#264281#818707,1
437950#464263#616079,0
200621#545566#534776,1
155144#567891#512451,1
